Column1,EORA_a3,Country,Year,CODE,SHORTNAME,GROUP,META_ID,name,Global.Region,Continent
3249,SYR,Syrian Arab Republic,2016,1,AMR Awareness (Human Health),Awareness and Education,223,Syria,M. East & C. Asia,Asia
3250,SYR,Syrian Arab Republic,2016,0,AMS and Regulation (Human),Regulation,223,Syria,M. East & C. Asia,Asia
3256,TCD,Chad,2016,0,NAP progress,General,42,Chad,Africa,Africa
3257,TCD,Chad,2016,0,NAP published,General,42,Chad,Africa,Africa
3258,TCD,Chad,2016,0,AMR Awareness (Human Health),Awareness and Education,42,Chad,Africa,Africa
3259,TCD,Chad,2016,0,One Health Arrangements,General,42,Chad,Africa,Africa
3260,TCD,Chad,2016,0,AMU Prevention,Prevention,42,Chad,Africa,Africa
3269,TCD,Chad,2016,0,AMS and Regulation (Human),Regulation,42,Chad,Africa,Africa
3270,TCD,Chad,2016,0,AMS and Regulation (Ani&Crop),Regulation,42,Chad,Africa,Africa
3271,TCD,Chad,2016,2,Contamination Prevention,Regulation,42,Chad,Africa,Africa
3272,TCD,Chad,2016,0,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,42,Chad,Africa,Africa
3273,TCD,Chad,2016,2,IPC,Prevention,42,Chad,Africa,Africa
3274,TCD,Chad,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,42,Chad,Africa,Africa
3275,TCD,Chad,2016,0,AMR Training (Human Health),Awareness and Education,42,Chad,Africa,Africa
3276,TCD,Chad,2016,0,AMR Training (Animal Health and Food Prod),Awareness and Education,42,Chad,Africa,Africa
3277,TCD,Chad,2016,1,Veterinary Services,General,42,Chad,Africa,Africa
3278,TCD,Chad,2016,0,Monitoring System for AMU (Human Health),Monitoring and Surveillance,42,Chad,Africa,Africa
3279,TCD,Chad,2016,0,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,42,Chad,Africa,Africa
3280,TCD,Chad,2016,1,AMR Surveillance System (Humans),Monitoring and Surveillance,42,Chad,Africa,Africa
3281,TGO,Togo,2016,0,One Health Arrangements,General,231,Togo,Africa,Africa
3282,TGO,Togo,2016,0,NAP progress,General,231,Togo,Africa,Africa
3283,TGO,Togo,2016,0,NAP published,General,231,Togo,Africa,Africa
3284,TGO,Togo,2016,1,AMR Awareness (Human Health),Awareness and Education,231,Togo,Africa,Africa
3286,TGO,Togo,2016,0,AMR Training (Human Health),Awareness and Education,231,Togo,Africa,Africa
3289,TGO,Togo,2016,0,Monitoring System for AMU (Human Health),Monitoring and Surveillance,231,Togo,Africa,Africa
3291,TGO,Togo,2016,1,AMR Surveillance System (Humans),Monitoring and Surveillance,231,Togo,Africa,Africa
3293,TGO,Togo,2016,0,IPC,Prevention,231,Togo,Africa,Africa
3303,TGO,Togo,2016,0,AMS and Regulation (Human),Regulation,231,Togo,Africa,Africa
3305,TGO,Togo,2016,1,Contamination Prevention,Regulation,231,Togo,Africa,Africa
3306,THA,Thailand,2016,1,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,229,Thailand,Asia-Pacific,Asia
3307,THA,Thailand,2016,1,One Health Arrangements,General,229,Thailand,Asia-Pacific,Asia
3308,THA,Thailand,2016,2,NAP progress,General,229,Thailand,Asia-Pacific,Asia
3309,THA,Thailand,2016,1,NAP published,General,229,Thailand,Asia-Pacific,Asia
3310,THA,Thailand,2016,1,AMR Awareness (Human Health),Awareness and Education,229,Thailand,Asia-Pacific,Asia
3311,THA,Thailand,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,229,Thailand,Asia-Pacific,Asia
3312,THA,Thailand,2016,3,AMR Training (Human Health),Awareness and Education,229,Thailand,Asia-Pacific,Asia
3313,THA,Thailand,2016,1,AMR Training (Animal Health and Food Prod),Awareness and Education,229,Thailand,Asia-Pacific,Asia
3314,THA,Thailand,2016,2,Veterinary Services,General,229,Thailand,Asia-Pacific,Asia
3315,THA,Thailand,2016,1,Monitoring System for AMU (Human Health),Monitoring and Surveillance,229,Thailand,Asia-Pacific,Asia
3317,THA,Thailand,2016,1,AMS and Regulation (Human),Regulation,229,Thailand,Asia-Pacific,Asia
3318,THA,Thailand,2016,3,AMR Surveillance System (Humans),Monitoring and Surveillance,229,Thailand,Asia-Pacific,Asia
3319,THA,Thailand,2016,1,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,229,Thailand,Asia-Pacific,Asia
3320,THA,Thailand,2016,2,IPC,Prevention,229,Thailand,Asia-Pacific,Asia
3321,THA,Thailand,2016,2,AMU Prevention,Prevention,229,Thailand,Asia-Pacific,Asia
3329,THA,Thailand,2016,2,AMS and Regulation (Ani&Crop),Regulation,229,Thailand,Asia-Pacific,Asia
3330,THA,Thailand,2016,0,Contamination Prevention,Regulation,229,Thailand,Asia-Pacific,Asia
3333,TJK,Tajikistan,2016,1,One Health Arrangements,General,225,Tajikistan,M. East & C. Asia,Asia
3334,TJK,Tajikistan,2016,1,NAP progress,General,225,Tajikistan,M. East & C. Asia,Asia
3335,TJK,Tajikistan,2016,0,NAP published,General,225,Tajikistan,M. East & C. Asia,Asia
3336,TJK,Tajikistan,2016,2,AMR Awareness (Human Health),Awareness and Education,225,Tajikistan,M. East & C. Asia,Asia
3337,TJK,Tajikistan,2016,2,AMR Awareness (Animal Health and Food Prod),Awareness and Education,225,Tajikistan,M. East & C. Asia,Asia
3338,TJK,Tajikistan,2016,2,AMR Training (Human Health),Awareness and Education,225,Tajikistan,M. East & C. Asia,Asia
3339,TJK,Tajikistan,2016,4,AMR Training (Animal Health and Food Prod),Awareness and Education,225,Tajikistan,M. East & C. Asia,Asia
3340,TJK,Tajikistan,2016,2,Veterinary Services,General,225,Tajikistan,M. East & C. Asia,Asia
3341,TJK,Tajikistan,2016,0,AMS and Regulation (Human),Regulation,225,Tajikistan,M. East & C. Asia,Asia
3342,TJK,Tajikistan,2016,0,AMS and Regulation (Ani&Crop),Regulation,225,Tajikistan,M. East & C. Asia,Asia
3343,TJK,Tajikistan,2016,2,Contamination Prevention,Regulation,225,Tajikistan,M. East & C. Asia,Asia
3344,TJK,Tajikistan,2016,1,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,225,Tajikistan,M. East & C. Asia,Asia
3345,TJK,Tajikistan,2016,2,IPC,Prevention,225,Tajikistan,M. East & C. Asia,Asia
3346,TJK,Tajikistan,2016,3,AMU Prevention,Prevention,225,Tajikistan,M. East & C. Asia,Asia
3354,TJK,Tajikistan,2016,2,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,225,Tajikistan,M. East & C. Asia,Asia
3355,TJK,Tajikistan,2016,1,AMR Surveillance System (Humans),Monitoring and Surveillance,225,Tajikistan,M. East & C. Asia,Asia
3357,TKM,Turkmenistan,2016,1,One Health Arrangements,General,237,Turkmenistan,M. East & C. Asia,Asia
3358,TKM,Turkmenistan,2016,2,NAP progress,General,237,Turkmenistan,M. East & C. Asia,Asia
3359,TKM,Turkmenistan,2016,0,NAP published,General,237,Turkmenistan,M. East & C. Asia,Asia
3360,TKM,Turkmenistan,2016,2,AMR Awareness (Human Health),Awareness and Education,237,Turkmenistan,M. East & C. Asia,Asia
3361,TKM,Turkmenistan,2016,2,AMR Awareness (Animal Health and Food Prod),Awareness and Education,237,Turkmenistan,M. East & C. Asia,Asia
3362,TKM,Turkmenistan,2016,3,AMR Training (Human Health),Awareness and Education,237,Turkmenistan,M. East & C. Asia,Asia
3363,TKM,Turkmenistan,2016,0,AMR Training (Animal Health and Food Prod),Awareness and Education,237,Turkmenistan,M. East & C. Asia,Asia
3364,TKM,Turkmenistan,2016,2,Veterinary Services,General,237,Turkmenistan,M. East & C. Asia,Asia
3365,TKM,Turkmenistan,2016,1,Monitoring System for AMU (Human Health),Monitoring and Surveillance,237,Turkmenistan,M. East & C. Asia,Asia
3366,TKM,Turkmenistan,2016,2,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,237,Turkmenistan,M. East & C. Asia,Asia
3367,TKM,Turkmenistan,2016,1,AMR Surveillance System (Humans),Monitoring and Surveillance,237,Turkmenistan,M. East & C. Asia,Asia
3368,TKM,Turkmenistan,2016,0,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,237,Turkmenistan,M. East & C. Asia,Asia
3369,TKM,Turkmenistan,2016,3,IPC,Prevention,237,Turkmenistan,M. East & C. Asia,Asia
3370,TKM,Turkmenistan,2016,3,AMU Prevention,Prevention,237,Turkmenistan,M. East & C. Asia,Asia
3379,TKM,Turkmenistan,2016,2,AMS and Regulation (Human),Regulation,237,Turkmenistan,M. East & C. Asia,Asia
3380,TKM,Turkmenistan,2016,4,AMS and Regulation (Ani&Crop),Regulation,237,Turkmenistan,M. East & C. Asia,Asia
3381,TKM,Turkmenistan,2016,3,Contamination Prevention,Regulation,237,Turkmenistan,M. East & C. Asia,Asia
3382,TLS,Timor-Leste,2016,1,One Health Arrangements,General,230,Timor-Leste,Asia-Pacific,Asia
3383,TLS,Timor-Leste,2016,2,NAP progress,General,230,Timor-Leste,Asia-Pacific,Asia
3384,TLS,Timor-Leste,2016,1,NAP published,General,230,Timor-Leste,Asia-Pacific,Asia
3385,TLS,Timor-Leste,2016,3,AMR Awareness (Human Health),Awareness and Education,230,Timor-Leste,Asia-Pacific,Asia
3386,TLS,Timor-Leste,2016,0,AMR Awareness (Animal Health and Food Prod),Awareness and Education,230,Timor-Leste,Asia-Pacific,Asia
3387,TLS,Timor-Leste,2016,0,AMR Training (Human Health),Awareness and Education,230,Timor-Leste,Asia-Pacific,Asia
3388,TLS,Timor-Leste,2016,0,AMR Training (Animal Health and Food Prod),Awareness and Education,230,Timor-Leste,Asia-Pacific,Asia
3389,TLS,Timor-Leste,2016,1,Veterinary Services,General,230,Timor-Leste,Asia-Pacific,Asia
3390,TLS,Timor-Leste,2016,1,Monitoring System for AMU (Human Health),Monitoring and Surveillance,230,Timor-Leste,Asia-Pacific,Asia
3391,TLS,Timor-Leste,2016,3,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,230,Timor-Leste,Asia-Pacific,Asia
3392,TLS,Timor-Leste,2016,0,AMR Surveillance System (Humans),Monitoring and Surveillance,230,Timor-Leste,Asia-Pacific,Asia
3393,TLS,Timor-Leste,2016,0,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,230,Timor-Leste,Asia-Pacific,Asia
3394,TLS,Timor-Leste,2016,1,IPC,Prevention,230,Timor-Leste,Asia-Pacific,Asia
3395,TLS,Timor-Leste,2016,0,AMU Prevention,Prevention,230,Timor-Leste,Asia-Pacific,Asia
3404,TLS,Timor-Leste,2016,0,AMS and Regulation (Human),Regulation,230,Timor-Leste,Asia-Pacific,Asia
3405,TLS,Timor-Leste,2016,0,AMS and Regulation (Ani&Crop),Regulation,230,Timor-Leste,Asia-Pacific,Asia
3406,TLS,Timor-Leste,2016,0,Contamination Prevention,Regulation,230,Timor-Leste,Asia-Pacific,Asia
3407,TON,Tonga,2016,1,One Health Arrangements,General,233,Tonga,Asia-Pacific,Asia
3408,TON,Tonga,2016,1,NAP progress,General,233,Tonga,Asia-Pacific,Asia
3409,TON,Tonga,2016,0,NAP published,General,233,Tonga,Asia-Pacific,Asia
3410,TON,Tonga,2016,3,AMR Awareness (Human Health),Awareness and Education,233,Tonga,Asia-Pacific,Asia
3411,TON,Tonga,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,233,Tonga,Asia-Pacific,Asia
3412,TON,Tonga,2016,1,AMR Training (Human Health),Awareness and Education,233,Tonga,Asia-Pacific,Asia
3413,TON,Tonga,2016,0,AMR Training (Animal Health and Food Prod),Awareness and Education,233,Tonga,Asia-Pacific,Asia
3415,TON,Tonga,2016,1,Monitoring System for AMU (Human Health),Monitoring and Surveillance,233,Tonga,Asia-Pacific,Asia
3416,TON,Tonga,2016,0,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,233,Tonga,Asia-Pacific,Asia
3417,TON,Tonga,2016,1,AMR Surveillance System (Humans),Monitoring and Surveillance,233,Tonga,Asia-Pacific,Asia
3418,TON,Tonga,2016,0,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,233,Tonga,Asia-Pacific,Asia
3419,TON,Tonga,2016,3,IPC,Prevention,233,Tonga,Asia-Pacific,Asia
3429,TON,Tonga,2016,0,AMS and Regulation (Human),Regulation,233,Tonga,Asia-Pacific,Asia
3430,TON,Tonga,2016,0,AMS and Regulation (Ani&Crop),Regulation,233,Tonga,Asia-Pacific,Asia
3431,TON,Tonga,2016,1,Contamination Prevention,Regulation,233,Tonga,Asia-Pacific,Asia
3432,TTO,Trinidad and Tobago,2016,1,One Health Arrangements,General,234,Trinidad and Tobago,Latin America,North America and Caribbean
3433,TTO,Trinidad and Tobago,2016,1,NAP progress,General,234,Trinidad and Tobago,Latin America,North America and Caribbean
3434,TTO,Trinidad and Tobago,2016,0,NAP published,General,234,Trinidad and Tobago,Latin America,North America and Caribbean
3435,TTO,Trinidad and Tobago,2016,1,AMR Awareness (Human Health),Awareness and Education,234,Trinidad and Tobago,Latin America,North America and Caribbean
3436,TTO,Trinidad and Tobago,2016,0,AMR Awareness (Animal Health and Food Prod),Awareness and Education,234,Trinidad and Tobago,Latin America,North America and Caribbean
3437,TTO,Trinidad and Tobago,2016,2,AMR Training (Human Health),Awareness and Education,234,Trinidad and Tobago,Latin America,North America and Caribbean
3438,TTO,Trinidad and Tobago,2016,1,AMR Training (Animal Health and Food Prod),Awareness and Education,234,Trinidad and Tobago,Latin America,North America and Caribbean
3439,TTO,Trinidad and Tobago,2016,1,Veterinary Services,General,234,Trinidad and Tobago,Latin America,North America and Caribbean
3440,TTO,Trinidad and Tobago,2016,1,Monitoring System for AMU (Human Health),Monitoring and Surveillance,234,Trinidad and Tobago,Latin America,North America and Caribbean
3441,TTO,Trinidad and Tobago,2016,0,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,234,Trinidad and Tobago,Latin America,North America and Caribbean
3442,TTO,Trinidad and Tobago,2016,1,AMR Surveillance System (Humans),Monitoring and Surveillance,234,Trinidad and Tobago,Latin America,North America and Caribbean
3443,TTO,Trinidad and Tobago,2016,1,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,234,Trinidad and Tobago,Latin America,North America and Caribbean
3444,TTO,Trinidad and Tobago,2016,2,IPC,Prevention,234,Trinidad and Tobago,Latin America,North America and Caribbean
3445,TTO,Trinidad and Tobago,2016,0,AMU Prevention,Prevention,234,Trinidad and Tobago,Latin America,North America and Caribbean
3454,TTO,Trinidad and Tobago,2016,1,AMS and Regulation (Human),Regulation,234,Trinidad and Tobago,Latin America,North America and Caribbean
3455,TTO,Trinidad and Tobago,2016,0,AMS and Regulation (Ani&Crop),Regulation,234,Trinidad and Tobago,Latin America,North America and Caribbean
3456,TTO,Trinidad and Tobago,2016,1,Contamination Prevention,Regulation,234,Trinidad and Tobago,Latin America,North America and Caribbean
3457,TUN,Tunisia,2016,1,One Health Arrangements,General,235,Tunisia,Africa,Africa
3458,TUN,Tunisia,2016,2,NAP progress,General,235,Tunisia,Africa,Africa
3459,TUN,Tunisia,2016,0,NAP published,General,235,Tunisia,Africa,Africa
3460,TUN,Tunisia,2016,1,AMR Awareness (Human Health),Awareness and Education,235,Tunisia,Africa,Africa
3461,TUN,Tunisia,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,235,Tunisia,Africa,Africa
3462,TUN,Tunisia,2016,3,AMR Training (Human Health),Awareness and Education,235,Tunisia,Africa,Africa
3463,TUN,Tunisia,2016,2,AMR Training (Animal Health and Food Prod),Awareness and Education,235,Tunisia,Africa,Africa
3464,TUN,Tunisia,2016,3,Veterinary Services,General,235,Tunisia,Africa,Africa
3465,TUN,Tunisia,2016,2,Monitoring System for AMU (Human Health),Monitoring and Surveillance,235,Tunisia,Africa,Africa
3466,TUN,Tunisia,2016,0,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,235,Tunisia,Africa,Africa
3467,TUN,Tunisia,2016,1,AMR Surveillance System (Humans),Monitoring and Surveillance,235,Tunisia,Africa,Africa
3468,TUN,Tunisia,2016,1,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,235,Tunisia,Africa,Africa
3469,TUN,Tunisia,2016,2,IPC,Prevention,235,Tunisia,Africa,Africa
3470,TUN,Tunisia,2016,2,AMU Prevention,Prevention,235,Tunisia,Africa,Africa
3479,TUN,Tunisia,2016,1,AMS and Regulation (Human),Regulation,235,Tunisia,Africa,Africa
3480,TUN,Tunisia,2016,2,AMS and Regulation (Ani&Crop),Regulation,235,Tunisia,Africa,Africa
3481,TUN,Tunisia,2016,1,Contamination Prevention,Regulation,235,Tunisia,Africa,Africa
3482,TUR,Turkey,2016,0,One Health Arrangements,General,236,Turkey,M. East & C. Asia,Asia
3483,TUR,Turkey,2016,2,NAP progress,General,236,Turkey,M. East & C. Asia,Asia
3484,TUR,Turkey,2016,0,NAP published,General,236,Turkey,M. East & C. Asia,Asia
3485,TUR,Turkey,2016,3,AMR Awareness (Human Health),Awareness and Education,236,Turkey,M. East & C. Asia,Asia
3486,TUR,Turkey,2016,3,AMR Awareness (Animal Health and Food Prod),Awareness and Education,236,Turkey,M. East & C. Asia,Asia
3487,TUR,Turkey,2016,3,AMR Training (Human Health),Awareness and Education,236,Turkey,M. East & C. Asia,Asia
3488,TUR,Turkey,2016,1,AMR Training (Animal Health and Food Prod),Awareness and Education,236,Turkey,M. East & C. Asia,Asia
3489,TUR,Turkey,2016,2,Veterinary Services,General,236,Turkey,M. East & C. Asia,Asia
3490,TUR,Turkey,2016,4,Monitoring System for AMU (Human Health),Monitoring and Surveillance,236,Turkey,M. East & C. Asia,Asia
3491,TUR,Turkey,2016,1,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,236,Turkey,M. East & C. Asia,Asia
3492,TUR,Turkey,2016,2,AMR Surveillance System (Humans),Monitoring and Surveillance,236,Turkey,M. East & C. Asia,Asia
3493,TUR,Turkey,2016,1,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,236,Turkey,M. East & C. Asia,Asia
3494,TUR,Turkey,2016,3,IPC,Prevention,236,Turkey,M. East & C. Asia,Asia
3495,TUR,Turkey,2016,3,AMU Prevention,Prevention,236,Turkey,M. East & C. Asia,Asia
3504,TUR,Turkey,2016,1,AMS and Regulation (Human),Regulation,236,Turkey,M. East & C. Asia,Asia
3505,TUR,Turkey,2016,4,AMS and Regulation (Ani&Crop),Regulation,236,Turkey,M. East & C. Asia,Asia
3506,TUR,Turkey,2016,2,Contamination Prevention,Regulation,236,Turkey,M. East & C. Asia,Asia
3509,TZA,United Republic of Tanzania,2016,1,One Health Arrangements,General,226,Tanzania,Africa,Africa
3510,TZA,United Republic of Tanzania,2016,3,NAP progress,General,226,Tanzania,Africa,Africa
3511,TZA,United Republic of Tanzania,2016,1,NAP published,General,226,Tanzania,Africa,Africa
3512,TZA,United Republic of Tanzania,2016,1,AMR Awareness (Human Health),Awareness and Education,226,Tanzania,Africa,Africa
3513,TZA,United Republic of Tanzania,2016,0,AMR Awareness (Animal Health and Food Prod),Awareness and Education,226,Tanzania,Africa,Africa
3514,TZA,United Republic of Tanzania,2016,1,AMR Training (Human Health),Awareness and Education,226,Tanzania,Africa,Africa
3515,TZA,United Republic of Tanzania,2016,0,AMR Training (Animal Health and Food Prod),Awareness and Education,226,Tanzania,Africa,Africa
3516,TZA,United Republic of Tanzania,2016,1,Veterinary Services,General,226,Tanzania,Africa,Africa
3517,TZA,United Republic of Tanzania,2016,0,Monitoring System for AMU (Human Health),Monitoring and Surveillance,226,Tanzania,Africa,Africa
